Unnamed: 0,DRNumber,DateReported,DateOccured,TimeOccured,AreaCode,AreaName,ReportedDistrictNumber,CrimeClassification,CrimeCode,CrimeCodeDescription,Mocodes,VictimAge,VictimSex,VictimDescent,PremisCode,PremisDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Crm Cd 1,SecondaryCrimeCode,TertieryCrimeCode,QuartinaryCrimeCode,location,Cross Street,LatitudeCoordinates,longitudeCoordinates
1000605,241105952,2024-02-21,2024-02-18,18:00,11,Northeast,1178,Indictable Offence,520,VEHICLE - ATTEMPT STOLEN,0358 1609,62.0,Male,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,520.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3300 JEFFERIES AV,Unknown,34.0876,-118.221
1000606,241006360,2024-03-04,2024-02-24,02:00,10,West Valley,1012,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,44.0,Female,Hispanic/Latin/Mexican,104.0,DRIVEWAY,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7200 AMIGO AV,Unknown,34.2012,-118.5386
1000607,241204526,2024-01-08,2024-01-08,08:37,12,77th Street,1203,Misdemeanor,354,THEFT OF IDENTITY,0930,29.0,Male,Other,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,354.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4700 S WESTERN AV,Unknown,34.001,-118.3089
1000608,242104355,2024-01-05,2024-01-01,22:06,21,Topanga,2128,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,40.0,Male,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,OSO AV,INGOMAR                      ST,34.2116,-118.5754
1000609,240810087,2024-08-09,2024-08-08,09:00,8,West LA,899,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3200 S SHERBOURNE DR,Unknown,34.0322,-118.3831
1000610,241307028,2024-03-03,2024-02-27,07:00,13,Newton,1321,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344 1822,67.0,Female,Black,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1900 S BROADWAY,Unknown,34.0314,-118.2657
1000611,241207245,2024-02-25,2024-02-24,15:00,12,77th Street,1255,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7500 S HALLDALE AV,Unknown,33.9718,-118.3024
1000612,241110699,2024-09-14,2024-09-11,20:30,11,Northeast,1151,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,MARIPOSA,SUNSET,34.0981,-118.2994
1000613,240409178,2024-08-01,2024-07-31,20:45,4,Hollenbeck,471,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 S CLARENCE ST,Unknown,34.0408,-118.2234
1000614,241006547,2024-03-11,2024-03-11,07:20,10,West Valley,1061,Misdemeanor,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038 0913 1817 1202,68.0,Female,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,902.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5200 COLLIER PL,Unknown,34.1653,-118.5648
1000615,240212938,2024-08-13,2024-08-13,14:30,2,Rampart,238,Misdemeanor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329 0311 0906 1402,0.0,Non-Binary,Unknown,402.0,MARKET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,745.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,1200 W TEMPLE ST,Unknown,34.0648,-118.2527
1000616,242113378,2024-11-25,2024-11-24,09:25,21,Topanga,2144,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0.0,Male,White,109.0,PARK/PLAYGROUND,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,22600 VANOWEN ST,Unknown,34.1937,-118.6193
1000617,240410955,2024-10-21,2024-10-20,15:00,4,Hollenbeck,499,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3700 UNION PACIFIC AV,Unknown,34.0165,-118.1965
1000618,241713815,2024-10-04,2024-09-21,23:30,17,Devonshire,1723,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1607,50.0,Female,Hispanic/Latin/Mexican,145.0,MAIL BOX,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11000 COZYCROFT AV,Unknown,34.2698,-118.5815
1000619,240807113,2024-03-20,2024-03-18,21:50,8,West LA,823,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0400 0416 0448,67.0,Male,White,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 SWARTHMORE AV,Unknown,34.0357,-118.5288
1000620,241511691,2024-06-30,2024-06-30,13:10,15,N Hollywood,1525,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1402 0344 1822 0325,0.0,Non-Binary,Unknown,405.0,CLOTHING STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,6100 LAUREL CANYON BL,Unknown,34.1814,-118.3965
1000621,241700866,2024-05-06,2024-02-19,15:30,17,Devonshire,1781,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501,17.0,Male,Hispanic/Latin/Mexican,301.0,GAS STATION,207.0,OTHER KNIFE,IC,Invest Cont,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9000 DE SOTO AV,Unknown,34.234,-118.5885
1000622,241305867,2024-02-10,2024-02-10,14:00,13,Newton,1351,Misdemeanor,946,OTHER MISCELLANEOUS CRIME,0913 1814 2000 0400,35.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,946.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,42ND ST,BROADWAY,34.0073,-118.2784
1000623,241214314,2024-08-13,2024-06-26,17:30,12,77th Street,1258,Misdemeanor,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906,36.0,Female,Hispanic/Latin/Mexican,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,956.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,200 E 79TH ST,Unknown,33.9713,-118.2739
1000624,241416058,2024-12-24,2024-12-21,17:00,14,Pacific,1441,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 1822,35.0,Male,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2300 PACIFIC AV,Unknown,33.9839,-118.4692
1000625,241007138,2024-03-28,2024-03-28,14:40,10,West Valley,1029,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0.0,Male,Other,402.0,MARKET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,16000 SHERMAN WY,Unknown,34.2011,-118.4818
1000626,242112210,2024-10-07,2024-10-06,21:00,21,Topanga,2139,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,7200 WINNETKA AV,Unknown,34.2011,-118.571
1000627,240115740,2024-07-30,2024-07-30,14:40,1,Central,157,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,44.0,Male,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 S SAN PEDRO ST,Unknown,34.0442,-118.2439
1000628,241904380,2024-01-11,2024-01-10,21:00,19,Mission,1977,Indictable Offence,330,BURGLARY FROM VEHICLE,1609 0329 1402,29.0,Male,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,9000 CANTERBURY AV,Unknown,34.2325,-118.4276
1000629,241217750,2024-12-05,2024-12-04,17:00,12,77th Street,1251,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,67TH ST,VICTORIA                     AV,33.9781,-118.3323
1000630,240309641,2024-04-24,2024-04-23,19:00,3,Southwest,313,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2500 S BRONSON AV,Unknown,34.0344,-118.3327
1000631,241311954,2024-08-08,2024-08-08,04:30,13,Newton,1309,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1500 S SANTA FE AV,Unknown,34.0266,-118.2299
1000632,241211845,2024-05-20,2024-05-20,04:00,12,77th Street,1205,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,31.0,Female,Hispanic/Latin/Mexican,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1300 W 50TH ST,Unknown,33.9978,-118.298
1000633,241807045,2024-03-05,2024-03-05,11:30,18,Southeast,1824,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1307 0329 0605,53.0,Female,Hispanic/Latin/Mexican,122.0,"VEHICLE, PASSENGER/TRUCK",No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,HOOPER,92ND                         ST,33.947,-118.2594
1000634,240908720,2024-05-04,2024-05-03,21:00,9,Van Nuys,937,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,0400,43.0,Male,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,13900 BESSEMER ST,Unknown,34.1812,-118.4356
1000635,241410691,2024-06-25,2024-06-24,16:17,14,Pacific,1494,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,49.0,Female,Hispanic/Latin/Mexican,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 WORLD WY,Unknown,33.9455,-118.4001
1000636,240313333,2024-08-19,2024-08-17,14:20,3,Southwest,321,Misdemeanor,888,TRESPASSING,0910,23.0,Non-Binary,Unknown,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5600 W JEFFERSON BL,Unknown,34.0258,-118.3668
1000637,241707113,2024-03-16,2024-03-15,16:30,17,Devonshire,1737,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,16300 HORACE ST,Unknown,34.2702,-118.4973
1000638,241511688,2024-06-30,2024-06-28,12:00,15,N Hollywood,1557,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,10900 HARTSOOK ST,Unknown,34.1636,-118.3681
1000639,240113785,2024-06-30,2024-06-28,12:30,1,Central,101,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39.0,Female,White,210.0,RESTAURANT/FAST FOOD,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 ALPINE ST,Unknown,34.0649,-118.2465
1000640,240513474,2024-12-28,2024-12-27,22:00,5,Harbor,514,Indictable Offence,330,BURGLARY FROM VEHICLE,0344 1300 0321 1307 1609,54.0,Female,White,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,330.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1000 W DOLORES ST,Unknown,33.7934,-118.2751
1000641,240107078,2024-02-13,2024-02-13,00:17,1,Central,133,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,0417 0444 0429,31.0,Female,Black,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2ND ST,LOS ANGELES,34.0517,-118.2474
1000642,240909370,2024-05-27,2024-05-26,14:43,9,Van Nuys,904,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,0.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,AO,Adult Other,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,14900 RAYMER ST,Unknown,34.2131,-118.4584
1000643,241904267,2024-01-08,2024-01-08,14:20,19,Mission,1943,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,24.0,Female,Hispanic/Latin/Mexican,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,COLUMBUS,BRAND,34.2715,-118.4631
1000644,240204632,2024-01-13,2024-01-12,22:00,2,Rampart,246,Misdemeanor,624,BATTERY - SIMPLE ASSAULT,1210 1202 0913 0400,92.0,Male,Other Asian,510.0,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,300 S ALVARADO ST,Unknown,34.063,-118.2727
1000645,240311361,2024-06-14,2024-06-13,19:00,3,Southwest,398,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,500 W 43RD PL,Unknown,34.0046,-118.2827
1000646,240314416,2024-09-18,2024-09-18,14:40,3,Southwest,329,Misdemeanor,888,TRESPASSING,1501 0910 2004,23.0,Non-Binary,Unknown,943.0,MTA - EXPO LINE - JEFFERSON/USC,No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3200 S FLOWER ST,Unknown,34.023,-118.2777
1000647,240305746,2024-01-25,2024-01-24,13:00,3,Southwest,314,Misdemeanor,888,TRESPASSING,1822,53.0,Female,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,IC,Invest Cont,888.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3800 W 28TH ST,Unknown,34.0302,-118.3268
1000648,241704568,2024-01-14,2024-01-14,10:30,17,Devonshire,1777,Indictable Offence,310,BURGLARY,0344 1609 0321 0329,42.0,Male,Other,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,IC,Invest Cont,310.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9200 SWINTON AV,Unknown,34.238,-118.4862
1000649,240304427,2024-01-07,2024-01-04,20:00,3,Southwest,308,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1606,29.0,Male,Black,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2300 SCARFF ST,Unknown,34.0347,-118.2809
1000650,241704707,2024-01-17,2024-01-17,12:15,17,Devonshire,1754,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344,53.0,Male,White,109.0,PARK/PLAYGROUND,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,RESEDA,LEMARSH,34.2559,-118.5361
1000651,240806981,2024-03-15,2024-03-15,15:00,8,West LA,841,Indictable Offence,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0334 1822,31.0,Male,White,102.0,SIDEWALK,312.0,PIPE/METAL PIPE,IC,Invest Cont,230.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,11900 SANTA MONICA BL,Unknown,34.0423,-118.4656
1000652,240120708,2024-10-28,2024-10-19,01:00,1,Central,192,Indictable Offence,352,PICKPOCKET,0344,22.0,Female,Filipino,506.0,ABANDONED BUILDING ABANDONED HOUSE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,352.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1800 S OLIVE ST,Unknown,34.0337,-118.2665
1000653,241307534,2024-03-16,2024-03-16,17:45,13,Newton,1307,Indictable Offence,352,PICKPOCKET,0344 1822,25.0,Male,Korean,108.0,PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,352.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 S ALAMEDA ST,Unknown,34.0349,-118.2436
1000654,242108235,2024-04-20,2024-04-20,02:20,21,Topanga,2169,Indictable Offence,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606,18.0,Female,Black,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,331.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,5800 PENFIELD AV,Unknown,34.1758,-118.569
1000655,241904863,2024-01-05,2024-01-04,15:30,19,Mission,1994,Misdemeanor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,46.0,Male,Hispanic/Latin/Mexican,720.0,JUNIOR HIGH SCHOOL,No Weapon Recorded,No Weapon Used,IC,Invest Cont,740.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,15000 ROSCOE BL,Unknown,34.2215,-118.4592
1000656,240307451,2024-03-08,2024-03-07,15:50,3,Southwest,376,Indictable Offence,220,ATTEMPTED ROBBERY,1822 1309 0213 0216 0355 1259 0371 0906 0432,15.0,Male,Hispanic/Latin/Mexican,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,1400 W 38TH ST,Unknown,34.0174,-118.3024
1000657,240116596,2024-08-12,2024-08-07,18:05,1,Central,185,Indictable Offence,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0910 0344,42.0,Male,Hispanic/Latin/Mexican,135.0,MTA PROPERTY OR PARKING LOT,No Weapon Recorded,No Weapon Used,IC,Invest Cont,341.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 E 9TH ST,Unknown,34.0416,-118.255
1000658,241512548,2024-08-05,2024-07-25,12:25,15,N Hollywood,1599,Indictable Offence,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0395 1822,39.0,Female,Japanese,116.0,OTHER/OUTSIDE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,440.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,3100 BARBARA CT,Unknown,34.1263,-118.3481
1000659,240912450,2024-10-19,2024-08-18,00:01,9,Van Nuys,932,Misdemeanor,354,THEFT OF IDENTITY,1822 0377,28.0,Male,Hispanic/Latin/Mexican,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",No Weapon Recorded,No Weapon Used,AA,Adult Arrest,354.0,998.0,No Tertiery Crime Code,No Quartinary Crime Code,14800 ERWIN ST,Unknown,34.1839,-118.4605
1000660,241404153,2024-01-04,2024-01-04,11:30,14,Pacific,1483,Misdemeanor,237,CHILD NEGLECT (SEE 300 W.I.C.),Not Available,0.0,Female,White,501.0,SINGLE FAMILY DWELLING,No Weapon Recorded,No Weapon Used,AA,Adult Arrest,237.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,9400 LA TIJERA BL,Unknown,33.9565,-118.4161
1000661,240510705,2024-08-15,2024-08-15,10:16,5,Harbor,518,Indictable Offence,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0352,0.0,Non-Binary,Unknown,404.0,DEPARTMENT STORE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,442.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,200 E PACIFIC COAST HY,Unknown,33.798,-118.2604
1000662,241308544,2024-04-20,2024-04-19,11:00,13,Newton,1321,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,100 W 21ST ST,Unknown,34.029,-118.2661
1000663,240409140,2024-07-31,2024-07-31,02:00,4,Hollenbeck,414,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,2900 JOHNSTON ST,Unknown,34.0799,-118.2094
1000664,241905685,2024-02-14,2024-02-13,16:00,19,Mission,1981,Misdemeanor,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,32.0,Female,Black,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,8700 ORION AV,Unknown,34.2283,-118.472
1000665,240215928,2024-10-11,2024-10-03,21:10,2,Rampart,219,Indictable Offence,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 0344,0.0,Non-Binary,Unknown,504.0,OTHER RESIDENCE,No Weapon Recorded,No Weapon Used,IC,Invest Cont,420.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,700 E KENSINGTON RD,Unknown,34.068,-118.2517
1000666,240909392,2024-05-28,2024-05-27,16:00,9,Van Nuys,985,Indictable Offence,510,VEHICLE - STOLEN,Not Available,0.0,Not Recorded,Not Recorded,101.0,STREET,No Weapon Recorded,No Weapon Used,IC,Invest Cont,510.0,No Secondary Crime Code,No Tertiery Crime Code,No Quartinary Crime Code,4600 SYLMAR AV,Unknown,34.1548,-118.4465
